customer_key,customer_id,first_name,last_name,email,customer_segment,country,city,postal_code,effective_date,end_date,is_current,version
229,CUST_0229,Elizabeth,Garcia,cust_229@example.com,Standard,Canada,Sample City,91381,2025-01-01,9999-12-31,True,1
230,CUST_0230,Robert,Williams,cust_230@example.com,Premium,Australia,Sample City,94717,2025-01-01,9999-12-31,True,1
231,CUST_0231,James,Jones,cust_231@example.com,Premium,United States,Sample City,85965,2025-01-01,9999-12-31,True,1
232,CUST_0232,Jennifer,Williams,cust_232@example.com,Standard,United Kingdom,Sample City,52823,2025-01-01,9999-12-31,True,1
233,CUST_0233,Michael,Williams,cust_233@example.com,Standard,Japan,Sample City,57953,2025-01-01,9999-12-31,True,1
234,CUST_0234,William,Rodriguez,cust_234@example.com,VIP,Canada,Sample City,43681,2025-01-01,9999-12-31,True,1
235,CUST_0235,Linda,Jones,cust_235@example.com,Premium,United Kingdom,Sample City,25095,2025-01-01,9999-12-31,True,1
236,CUST_0236,Linda,Johnson,cust_236@example.com,Standard,Canada,Sample City,98647,2025-01-01,9999-12-31,True,1
237,CUST_0237,Michael,Rodriguez,cust_237@example.com,Standard,Germany,Sample City,11824,2025-01-01,9999-12-31,True,1
238,CUST_0238,Robert,Rodriguez,cust_238@example.com,Standard,United Kingdom,Sample City,98188,2025-01-01,9999-12-31,True,1
239,CUST_0239,Robert,Martinez,cust_239@example.com,Standard,Australia,Sample City,58689,2025-01-01,9999-12-31,True,1
240,CUST_0240,Mary,Brown,cust_240@example.com,Standard,Japan,Sample City,83584,2025-01-01,9999-12-31,True,1
241,CUST_0241,Jennifer,Martinez,cust_241@example.com,Standard,United States,Sample City,93283,2025-01-01,9999-12-31,True,1
242,CUST_0242,Linda,Jones,cust_242@example.com,Premium,United States,Sample City,28320,2025-01-01,9999-12-31,True,1
243,CUST_0243,James,Smith,cust_243@example.com,Standard,Germany,Sample City,25220,2025-01-01,9999-12-31,True,1
244,CUST_0244,Mary,Brown,cust_244@example.com,Premium,Canada,Sample City,60940,2025-01-01,9999-12-31,True,1
245,CUST_0245,Linda,Garcia,cust_245@example.com,Premium,Australia,Sample City,80804,2025-01-01,9999-12-31,True,1
246,CUST_0246,Michael,Martinez,cust_246@example.com,Premium,Canada,Sample City,64379,2025-01-01,9999-12-31,True,1
247,CUST_0247,Mary,Davis,cust_247@example.com,Premium,United Kingdom,Sample City,14288,2025-01-01,9999-12-31,True,1
248,CUST_0248,Jennifer,Brown,cust_248@example.com,Standard,Canada,Sample City,57537,2025-01-01,9999-12-31,True,1
249,CUST_0249,Mary,Garcia,cust_249@example.com,Standard,Australia,Sample City,57012,2025-01-01,9999-12-31,True,1
250,CUST_0250,James,Miller,cust_250@example.com,Standard,United States,Sample City,69600,2025-01-01,9999-12-31,True,1
251,CUST_0251,Mary,Brown,cust_251@example.com,Premium,Japan,Sample City,12799,2025-01-01,9999-12-31,True,1
252,CUST_0252,James,Garcia,cust_252@example.com,Standard,Canada,Sample City,84000,2025-01-01,9999-12-31,True,1
253,CUST_0253,Patricia,Johnson,cust_253@example.com,Premium,Japan,Sample City,37152,2025-01-01,9999-12-31,True,1
254,CUST_0254,Elizabeth,Brown,cust_254@example.com,Premium,Canada,Sample City,53064,2025-01-01,9999-12-31,True,1
255,CUST_0255,John,Martinez,cust_255@example.com,Standard,Canada,Sample City,27038,2025-01-01,9999-12-31,True,1
256,CUST_0256,William,Jones,cust_256@example.com,Premium,United States,Sample City,96646,2025-01-01,9999-12-31,True,1
257,CUST_0257,James,Williams,cust_257@example.com,Standard,Canada,Sample City,87182,2025-01-01,9999-12-31,True,1
258,CUST_0258,Jennifer,Smith,cust_258@example.com,Standard,United States,Sample City,26614,2025-01-01,9999-12-31,True,1
259,CUST_0259,Michael,Rodriguez,cust_259@example.com,Standard,United States,Sample City,72422,2025-01-01,9999-12-31,True,1
260,CUST_0260,Linda,Garcia,cust_260@example.com,Standard,United States,Sample City,69245,2025-01-01,9999-12-31,True,1
261,CUST_0261,William,Brown,cust_261@example.com,VIP,United States,Sample City,96363,2025-01-01,9999-12-31,True,1
262,CUST_0262,William,Jones,cust_262@example.com,Standard,United States,Sample City,17972,2025-01-01,9999-12-31,True,1
263,CUST_0263,Linda,Miller,cust_263@example.com,Standard,United States,Sample City,74260,2025-01-01,9999-12-31,True,1
264,CUST_0264,Linda,Johnson,cust_264@example.com,Premium,United Kingdom,Sample City,89730,2025-01-01,9999-12-31,True,1
265,CUST_0265,John,Johnson,cust_265@example.com,Standard,Japan,Sample City,92978,2025-01-01,9999-12-31,True,1
266,CUST_0266,Elizabeth,Rodriguez,cust_266@example.com,Premium,Germany,Sample City,88301,2025-01-01,9999-12-31,True,1
267,CUST_0267,William,Jones,cust_267@example.com,Standard,Japan,Sample City,66387,2025-01-01,9999-12-31,True,1
268,CUST_0268,Mary,Johnson,cust_268@example.com,Premium,Australia,Sample City,82264,2025-01-01,9999-12-31,True,1
269,CUST_0269,Patricia,Miller,cust_269@example.com,Standard,Canada,Sample City,64239,2025-01-01,9999-12-31,True,1
270,CUST_0270,Jennifer,Davis,cust_270@example.com,Standard,Australia,Sample City,22463,2025-01-01,9999-12-31,True,1
271,CUST_0271,Jennifer,Miller,cust_271@example.com,Standard,United Kingdom,Sample City,59060,2025-01-01,9999-12-31,True,1
272,CUST_0272,John,Davis,cust_272@example.com,Standard,United States,Sample City,22219,2025-01-01,9999-12-31,True,1
273,CUST_0273,Michael,Johnson,cust_273@example.com,Premium,United Kingdom,Sample City,27054,2025-01-01,9999-12-31,True,1
274,CUST_0274,William,Smith,cust_274@example.com,Standard,Japan,Sample City,83620,2025-01-01,9999-12-31,True,1
275,CUST_0275,Jennifer,Johnson,cust_275@example.com,Standard,Australia,Sample City,65435,2025-01-01,9999-12-31,True,1
276,CUST_0276,James,Jones,cust_276@example.com,Premium,United Kingdom,Sample City,23579,2025-01-01,9999-12-31,True,1
277,CUST_0277,Elizabeth,Rodriguez,cust_277@example.com,Standard,Australia,Sample City,73201,2025-01-01,9999-12-31,True,1
278,CUST_0278,Patricia,Johnson,cust_278@example.com,Standard,Japan,Sample City,58176,2025-01-01,9999-12-31,True,1
279,CUST_0279,Mary,Jones,cust_279@example.com,Standard,Germany,Sample City,83526,2025-01-01,9999-12-31,True,1
280,CUST_0280,Elizabeth,Martinez,cust_280@example.com,Premium,Japan,Sample City,13441,2025-01-01,9999-12-31,True,1
281,CUST_0281,Elizabeth,Jones,cust_281@example.com,Standard,United Kingdom,Sample City,50499,2025-01-01,9999-12-31,True,1
282,CUST_0282,Jennifer,Garcia,cust_282@example.com,Standard,Canada,Sample City,84228,2025-01-01,9999-12-31,True,1
283,CUST_0283,Michael,Johnson,cust_283@example.com,Standard,Australia,Sample City,14018,2025-01-01,9999-12-31,True,1
284,CUST_0284,Mary,Rodriguez,cust_284@example.com,Standard,Germany,Sample City,69460,2025-01-01,9999-12-31,True,1
285,CUST_0285,Jennifer,Williams,cust_285@example.com,Standard,Australia,Sample City,52517,2025-01-01,9999-12-31,True,1
286,CUST_0286,Elizabeth,Martinez,cust_286@example.com,Standard,United States,Sample City,30392,2025-01-01,9999-12-31,True,1
287,CUST_0287,John,Martinez,cust_287@example.com,Standard,United States,Sample City,45665,2025-01-01,9999-12-31,True,1
288,CUST_0288,Linda,Miller,cust_288@example.com,Standard,Germany,Sample City,64287,2025-01-01,9999-12-31,True,1
289,CUST_0289,Robert,Brown,cust_289@example.com,Premium,United States,Sample City,55242,2025-01-01,9999-12-31,True,1
290,CUST_0290,Michael,Johnson,cust_290@example.com,Standard,Australia,Sample City,87743,2025-01-01,9999-12-31,True,1
291,CUST_0291,Linda,Rodriguez,cust_291@example.com,Premium,United States,Sample City,38903,2025-01-01,9999-12-31,True,1
292,CUST_0292,Michael,Martinez,cust_292@example.com,Standard,Canada,Sample City,49507,2025-01-01,9999-12-31,True,1
293,CUST_0293,Patricia,Williams,cust_293@example.com,Premium,United Kingdom,Sample City,53007,2025-01-01,9999-12-31,True,1
294,CUST_0294,Mary,Smith,cust_294@example.com,Standard,Germany,Sample City,33028,2025-01-01,9999-12-31,True,1
295,CUST_0295,John,Miller,cust_295@example.com,Standard,Canada,Sample City,75570,2025-01-01,9999-12-31,True,1
296,CUST_0296,William,Garcia,cust_296@example.com,Standard,Australia,Sample City,15544,2025-01-01,9999-12-31,True,1
297,CUST_0297,Michael,Smith,cust_297@example.com,Standard,United States,Sample City,51033,2025-01-01,9999-12-31,True,1
298,CUST_0298,Elizabeth,Miller,cust_298@example.com,Standard,Australia,Sample City,93904,2025-01-01,9999-12-31,True,1
299,CUST_0299,Michael,Jones,cust_299@example.com,Standard,United States,Sample City,52568,2025-01-01,9999-12-31,True,1
300,CUST_0300,John,Martinez,cust_300@example.com,Standard,Australia,Sample City,57428,2025-01-01,9999-12-31,True,1
301,CUST_0301,Mary,Miller,cust_301@example.com,Premium,Canada,Sample City,67104,2025-01-01,9999-12-31,True,1
302,CUST_0302,Elizabeth,Miller,cust_302@example.com,Standard,Germany,Sample City,50668,2025-01-01,9999-12-31,True,1
303,CUST_0303,Jennifer,Brown,cust_303@example.com,Standard,Canada,Sample City,20011,2025-01-01,9999-12-31,True,1
304,CUST_0304,William,Johnson,cust_304@example.com,Standard,Canada,Sample City,55793,2025-01-01,9999-12-31,True,1
305,CUST_0305,Jennifer,Williams,cust_305@example.com,Standard,Canada,Sample City,43550,2025-01-01,9999-12-31,True,1
306,CUST_0306,Patricia,Williams,cust_306@example.com,Premium,Australia,Sample City,19876,2025-01-01,9999-12-31,True,1
307,CUST_0307,John,Davis,cust_307@example.com,Standard,Japan,Sample City,85952,2025-01-01,9999-12-31,True,1
308,CUST_0308,Linda,Martinez,cust_308@example.com,Premium,Japan,Sample City,52363,2025-01-01,9999-12-31,True,1
309,CUST_0309,Jennifer,Williams,cust_309@example.com,Standard,Germany,Sample City,67961,2025-01-01,9999-12-31,True,1
310,CUST_0310,Robert,Jones,cust_310@example.com,Standard,United Kingdom,Sample City,76497,2025-01-01,9999-12-31,True,1
311,CUST_0311,Mary,Jones,cust_311@example.com,Standard,United States,Sample City,17456,2025-01-01,9999-12-31,True,1
312,CUST_0312,Jennifer,Jones,cust_312@example.com,Standard,United States,Sample City,90610,2025-01-01,9999-12-31,True,1
313,CUST_0313,Elizabeth,Rodriguez,cust_313@example.com,Standard,Japan,Sample City,82655,2025-01-01,9999-12-31,True,1
314,CUST_0314,James,Davis,cust_314@example.com,VIP,Japan,Sample City,95437,2025-01-01,9999-12-31,True,1
315,CUST_0315,Patricia,Garcia,cust_315@example.com,Premium,Japan,Sample City,29773,2025-01-01,9999-12-31,True,1
316,CUST_0316,James,Davis,cust_316@example.com,Standard,United Kingdom,Sample City,21053,2025-01-01,9999-12-31,True,1
317,CUST_0317,William,Williams,cust_317@example.com,Standard,Australia,Sample City,67377,2025-01-01,9999-12-31,True,1
318,CUST_0318,Linda,Rodriguez,cust_318@example.com,Standard,Canada,Sample City,57696,2025-01-01,9999-12-31,True,1
319,CUST_0319,Jennifer,Jones,cust_319@example.com,Standard,United Kingdom,Sample City,98984,2025-01-01,9999-12-31,True,1
320,CUST_0320,Elizabeth,Smith,cust_320@example.com,Premium,Australia,Sample City,53863,2025-01-01,9999-12-31,True,1
321,CUST_0321,Mary,Garcia,cust_321@example.com,Standard,Australia,Sample City,60667,2025-01-01,9999-12-31,True,1
322,CUST_0322,Robert,Jones,cust_322@example.com,Premium,Australia,Sample City,88997,2025-01-01,9999-12-31,True,1
323,CUST_0323,John,Garcia,cust_323@example.com,Standard,Australia,Sample City,28537,2025-01-01,9999-12-31,True,1
324,CUST_0324,Jennifer,Jones,cust_324@example.com,VIP,Australia,Sample City,96787,2025-01-01,9999-12-31,True,1
325,CUST_0325,Michael,Williams,cust_325@example.com,Standard,United States,Sample City,50577,2025-01-01,9999-12-31,True,1
326,CUST_0326,William,Miller,cust_326@example.com,Premium,United Kingdom,Sample City,26750,2025-01-01,9999-12-31,True,1
327,CUST_0327,William,Johnson,cust_327@example.com,Premium,Germany,Sample City,76648,2025-01-01,9999-12-31,True,1
328,CUST_0328,Jennifer,Smith,cust_328@example.com,Standard,Canada,Sample City,38074,2025-01-01,9999-12-31,True,1
329,CUST_0329,Jennifer,Davis,cust_329@example.com,Standard,Canada,Sample City,30308,2025-01-01,9999-12-31,True,1
330,CUST_0330,Mary,Jones,cust_330@example.com,Premium,United States,Sample City,76543,2025-01-01,9999-12-31,True,1
331,CUST_0331,William,Rodriguez,cust_331@example.com,Standard,United Kingdom,Sample City,91006,2025-01-01,9999-12-31,True,1
332,CUST_0332,John,Martinez,cust_332@example.com,Standard,Canada,Sample City,33703,2025-01-01,9999-12-31,True,1
333,CUST_0333,Elizabeth,Williams,cust_333@example.com,Premium,United States,Sample City,63852,2025-01-01,9999-12-31,True,1
334,CUST_0334,Jennifer,Brown,cust_334@example.com,VIP,Japan,Sample City,47346,2025-01-01,9999-12-31,True,1
335,CUST_0335,Linda,Brown,cust_335@example.com,Standard,United Kingdom,Sample City,71474,2025-01-01,9999-12-31,True,1
336,CUST_0336,Patricia,Garcia,cust_336@example.com,Premium,Japan,Sample City,67749,2025-01-01,9999-12-31,True,1
337,CUST_0337,Linda,Jones,cust_337@example.com,Premium,Japan,Sample City,79135,2025-01-01,9999-12-31,True,1
338,CUST_0338,Michael,Williams,cust_338@example.com,Premium,Japan,Sample City,28140,2025-01-01,9999-12-31,True,1
339,CUST_0339,Robert,Smith,cust_339@example.com,Premium,United Kingdom,Sample City,82684,2025-01-01,9999-12-31,True,1
340,CUST_0340,Mary,Rodriguez,cust_340@example.com,Premium,United Kingdom,Sample City,20993,2025-01-01,9999-12-31,True,1
341,CUST_0341,John,Jones,cust_341@example.com,Standard,Japan,Sample City,29313,2025-01-01,9999-12-31,True,1
342,CUST_0342,Michael,Johnson,cust_342@example.com,VIP,Canada,Sample City,69130,2025-01-01,9999-12-31,True,1
343,CUST_0343,Jennifer,Smith,cust_343@example.com,Standard,Germany,Sample City,75799,2025-01-01,9999-12-31,True,1
344,CUST_0344,Jennifer,Brown,cust_344@example.com,Standard,United States,Sample City,59140,2025-01-01,9999-12-31,True,1
345,CUST_0345,Patricia,Smith,cust_345@example.com,Standard,United States,Sample City,95191,2025-01-01,9999-12-31,True,1
346,CUST_0346,Jennifer,Williams,cust_346@example.com,Standard,United Kingdom,Sample City,71925,2025-01-01,9999-12-31,True,1
347,CUST_0347,John,Davis,cust_347@example.com,Standard,United States,Sample City,20384,2025-01-01,9999-12-31,True,1
348,CUST_0348,James,Jones,cust_348@example.com,Standard,Canada,Sample City,81932,2025-01-01,9999-12-31,True,1
349,CUST_0349,Elizabeth,Rodriguez,cust_349@example.com,Standard,United Kingdom,Sample City,41147,2025-01-01,9999-12-31,True,1
350,CUST_0350,Robert,Johnson,cust_350@example.com,Standard,Germany,Sample City,93748,2025-01-01,9999-12-31,True,1
351,CUST_0351,Elizabeth,Davis,cust_351@example.com,Standard,Germany,Sample City,88215,2025-01-01,9999-12-31,True,1
352,CUST_0352,William,Smith,cust_352@example.com,Premium,Japan,Sample City,41711,2025-01-01,9999-12-31,True,1
353,CUST_0353,John,Jones,cust_353@example.com,Standard,Japan,Sample City,56244,2025-01-01,9999-12-31,True,1
354,CUST_0354,Patricia,Martinez,cust_354@example.com,Standard,Australia,Sample City,97584,2025-01-01,9999-12-31,True,1
355,CUST_0355,Mary,Rodriguez,cust_355@example.com,VIP,United States,Sample City,78951,2025-01-01,9999-12-31,True,1
356,CUST_0356,William,Rodriguez,cust_356@example.com,Premium,Japan,Sample City,82633,2025-01-01,9999-12-31,True,1
357,CUST_0357,James,Miller,cust_357@example.com,Premium,United States,Sample City,93318,2025-01-01,9999-12-31,True,1
358,CUST_0358,Michael,Garcia,cust_358@example.com,Standard,United States,Sample City,56805,2025-01-01,9999-12-31,True,1
359,CUST_0359,Mary,Garcia,cust_359@example.com,Standard,Australia,Sample City,92346,2025-01-01,9999-12-31,True,1
360,CUST_0360,Mary,Martinez,cust_360@example.com,Premium,United Kingdom,Sample City,27486,2025-01-01,9999-12-31,True,1
361,CUST_0361,James,Garcia,cust_361@example.com,Standard,Australia,Sample City,32949,2025-01-01,9999-12-31,True,1
362,CUST_0362,Linda,Davis,cust_362@example.com,Premium,Canada,Sample City,18270,2025-01-01,9999-12-31,True,1
363,CUST_0363,Linda,Smith,cust_363@example.com,Standard,United States,Sample City,36144,2025-01-01,9999-12-31,True,1
364,CUST_0364,James,Garcia,cust_364@example.com,VIP,Japan,Sample City,62196,2025-01-01,9999-12-31,True,1
365,CUST_0365,William,Davis,cust_365@example.com,Standard,Australia,Sample City,35048,2025-01-01,9999-12-31,True,1
366,CUST_0366,Robert,Garcia,cust_366@example.com,Premium,United States,Sample City,95948,2025-01-01,9999-12-31,True,1
367,CUST_0367,Jennifer,Jones,cust_367@example.com,Standard,United Kingdom,Sample City,67272,2025-01-01,9999-12-31,True,1
368,CUST_0368,Michael,Davis,cust_368@example.com,Premium,Germany,Sample City,54438,2025-01-01,9999-12-31,True,1
369,CUST_0369,John,Davis,cust_369@example.com,Premium,United Kingdom,Sample City,78062,2025-01-01,9999-12-31,True,1
370,CUST_0370,Robert,Johnson,cust_370@example.com,Premium,United States,Sample City,66440,2025-01-01,9999-12-31,True,1
371,CUST_0371,Elizabeth,Williams,cust_371@example.com,Standard,United Kingdom,Sample City,23447,2025-01-01,9999-12-31,True,1
372,CUST_0372,Mary,Garcia,cust_372@example.com,Premium,United Kingdom,Sample City,68447,2025-01-01,9999-12-31,True,1
373,CUST_0373,Elizabeth,Miller,cust_373@example.com,Standard,Germany,Sample City,56077,2025-01-01,9999-12-31,True,1
374,CUST_0374,Linda,Smith,cust_374@example.com,Premium,United Kingdom,Sample City,90589,2025-01-01,9999-12-31,True,1
375,CUST_0375,Michael,Jones,cust_375@example.com,Premium,United States,Sample City,19835,2025-01-01,9999-12-31,True,1
376,CUST_0376,Michael,Garcia,cust_376@example.com,Standard,Australia,Sample City,99051,2025-01-01,9999-12-31,True,1
377,CUST_0377,John,Smith,cust_377@example.com,Standard,Japan,Sample City,98878,2025-01-01,9999-12-31,True,1
378,CUST_0378,Linda,Smith,cust_378@example.com,Standard,Canada,Sample City,94562,2025-01-01,9999-12-31,True,1
379,CUST_0379,Jennifer,Garcia,cust_379@example.com,Standard,Japan,Sample City,14244,2025-01-01,9999-12-31,True,1
380,CUST_0380,Elizabeth,Williams,cust_380@example.com,Premium,United Kingdom,Sample City,58760,2025-01-01,9999-12-31,True,1
381,CUST_0381,Linda,Johnson,cust_381@example.com,Standard,Japan,Sample City,58096,2025-01-01,9999-12-31,True,1
382,CUST_0382,Michael,Garcia,cust_382@example.com,Premium,Canada,Sample City,24869,2025-01-01,9999-12-31,True,1
383,CUST_0383,James,Williams,cust_383@example.com,Standard,Germany,Sample City,83619,2025-01-01,9999-12-31,True,1
384,CUST_0384,Mary,Jones,cust_384@example.com,Premium,Australia,Sample City,68493,2025-01-01,9999-12-31,True,1
385,CUST_0385,Patricia,Martinez,cust_385@example.com,Standard,Germany,Sample City,36237,2025-01-01,9999-12-31,True,1
386,CUST_0386,Mary,Williams,cust_386@example.com,Premium,Germany,Sample City,32630,2025-01-01,9999-12-31,True,1
387,CUST_0387,Linda,Johnson,cust_387@example.com,Premium,United Kingdom,Sample City,97535,2025-01-01,9999-12-31,True,1
388,CUST_0388,Jennifer,Johnson,cust_388@example.com,Standard,United Kingdom,Sample City,49315,2025-01-01,9999-12-31,True,1
389,CUST_0389,John,Williams,cust_389@example.com,Premium,Japan,Sample City,39391,2025-01-01,9999-12-31,True,1
390,CUST_0390,Mary,Brown,cust_390@example.com,Premium,Canada,Sample City,74752,2025-01-01,9999-12-31,True,1
391,CUST_0391,James,Garcia,cust_391@example.com,Standard,United Kingdom,Sample City,71263,2025-01-01,9999-12-31,True,1
392,CUST_0392,William,Williams,cust_392@example.com,Premium,United States,Sample City,18617,2025-01-01,9999-12-31,True,1
393,CUST_0393,Robert,Miller,cust_393@example.com,VIP,Australia,Sample City,72739,2025-01-01,9999-12-31,True,1
394,CUST_0394,William,Miller,cust_394@example.com,Premium,Japan,Sample City,19666,2025-01-01,9999-12-31,True,1
395,CUST_0395,John,Garcia,cust_395@example.com,Premium,Germany,Sample City,71057,2025-01-01,9999-12-31,True,1
396,CUST_0396,William,Garcia,cust_396@example.com,Standard,Japan,Sample City,93859,2025-01-01,9999-12-31,True,1
397,CUST_0397,Elizabeth,Williams,cust_397@example.com,Premium,Canada,Sample City,66704,2025-01-01,9999-12-31,True,1
398,CUST_0398,William,Smith,cust_398@example.com,Premium,Japan,Sample City,30056,2025-01-01,9999-12-31,True,1
399,CUST_0399,Robert,Williams,cust_399@example.com,Standard,Australia,Sample City,39552,2025-01-01,9999-12-31,True,1
400,CUST_0400,Jennifer,Rodriguez,cust_400@example.com,Premium,United States,Sample City,42847,2025-01-01,9999-12-31,True,1
401,CUST_0401,Patricia,Rodriguez,cust_401@example.com,Standard,Australia,Sample City,49691,2025-01-01,9999-12-31,True,1
402,CUST_0402,Elizabeth,Rodriguez,cust_402@example.com,Standard,Australia,Sample City,32103,2025-01-01,9999-12-31,True,1
403,CUST_0403,Elizabeth,Martinez,cust_403@example.com,Standard,Australia,Sample City,91851,2025-01-01,9999-12-31,True,1
404,CUST_0404,Elizabeth,Garcia,cust_404@example.com,Premium,Japan,Sample City,15399,2025-01-01,9999-12-31,True,1
405,CUST_0405,James,Johnson,cust_405@example.com,Standard,Australia,Sample City,85598,2025-01-01,9999-12-31,True,1
406,CUST_0406,Robert,Brown,cust_406@example.com,Premium,Germany,Sample City,91016,2025-01-01,9999-12-31,True,1
407,CUST_0407,James,Davis,cust_407@example.com,Premium,Japan,Sample City,47967,2025-01-01,9999-12-31,True,1
408,CUST_0408,Robert,Davis,cust_408@example.com,Standard,Australia,Sample City,63227,2025-01-01,9999-12-31,True,1
409,CUST_0409,Robert,Davis,cust_409@example.com,Standard,United States,Sample City,30719,2025-01-01,9999-12-31,True,1
410,CUST_0410,Linda,Miller,cust_410@example.com,Standard,Canada,Sample City,54589,2025-01-01,9999-12-31,True,1
411,CUST_0411,Elizabeth,Williams,cust_411@example.com,Standard,Australia,Sample City,51853,2025-01-01,9999-12-31,True,1
412,CUST_0412,Jennifer,Miller,cust_412@example.com,Standard,United Kingdom,Sample City,77499,2025-01-01,9999-12-31,True,1
413,CUST_0413,William,Johnson,cust_413@example.com,Standard,Germany,Sample City,26059,2025-01-01,9999-12-31,True,1
414,CUST_0414,Robert,Davis,cust_414@example.com,Standard,United States,Sample City,16632,2025-01-01,9999-12-31,True,1
415,CUST_0415,Robert,Miller,cust_415@example.com,Premium,Germany,Sample City,42541,2025-01-01,9999-12-31,True,1
416,CUST_0416,John,Garcia,cust_416@example.com,VIP,Australia,Sample City,50988,2025-01-01,9999-12-31,True,1
417,CUST_0417,Patricia,Williams,cust_417@example.com,Standard,Japan,Sample City,71186,2025-01-01,9999-12-31,True,1
418,CUST_0418,Linda,Jones,cust_418@example.com,Standard,United States,Sample City,61543,2025-01-01,9999-12-31,True,1
419,CUST_0419,William,Davis,cust_419@example.com,VIP,Canada,Sample City,86460,2025-01-01,9999-12-31,True,1
420,CUST_0420,Jennifer,Smith,cust_420@example.com,Standard,Germany,Sample City,88317,2025-01-01,9999-12-31,True,1
421,CUST_0421,Linda,Jones,cust_421@example.com,Standard,United States,Sample City,66482,2025-01-01,9999-12-31,True,1
422,CUST_0422,John,Jones,cust_422@example.com,Premium,Germany,Sample City,57964,2025-01-01,9999-12-31,True,1
423,CUST_0423,James,Miller,cust_423@example.com,Standard,Japan,Sample City,35513,2025-01-01,9999-12-31,True,1
424,CUST_0424,Jennifer,Rodriguez,cust_424@example.com,Standard,Germany,Sample City,76093,2025-01-01,9999-12-31,True,1
425,CUST_0425,Linda,Rodriguez,cust_425@example.com,Standard,Japan,Sample City,99181,2025-01-01,9999-12-31,True,1
426,CUST_0426,Elizabeth,Johnson,cust_426@example.com,Standard,United States,Sample City,61629,2025-01-01,9999-12-31,True,1
427,CUST_0427,Jennifer,Garcia,cust_427@example.com,Standard,United Kingdom,Sample City,28909,2025-01-01,9999-12-31,True,1
428,CUST_0428,Patricia,Martinez,cust_428@example.com,Standard,Japan,Sample City,15276,2025-01-01,9999-12-31,True,1
429,CUST_0429,James,Smith,cust_429@example.com,Standard,United Kingdom,Sample City,72094,2025-01-01,9999-12-31,True,1
430,CUST_0430,William,Davis,cust_430@example.com,Standard,Japan,Sample City,28321,2025-01-01,9999-12-31,True,1
431,CUST_0431,Jennifer,Martinez,cust_431@example.com,Standard,Germany,Sample City,90805,2025-01-01,9999-12-31,True,1
432,CUST_0432,Robert,Martinez,cust_432@example.com,Standard,Japan,Sample City,79774,2025-01-01,9999-12-31,True,1
433,CUST_0433,Linda,Martinez,cust_433@example.com,Standard,United States,Sample City,58281,2025-01-01,9999-12-31,True,1
434,CUST_0434,Jennifer,Johnson,cust_434@example.com,VIP,Japan,Sample City,50327,2025-01-01,9999-12-31,True,1
435,CUST_0435,James,Martinez,cust_435@example.com,Standard,Australia,Sample City,85821,2025-01-01,9999-12-31,True,1
436,CUST_0436,Elizabeth,Brown,cust_436@example.com,Premium,Japan,Sample City,72973,2025-01-01,9999-12-31,True,1
437,CUST_0437,John,Rodriguez,cust_437@example.com,Premium,Japan,Sample City,59832,2025-01-01,9999-12-31,True,1
438,CUST_0438,John,Brown,cust_438@example.com,Standard,Australia,Sample City,24404,2025-01-01,9999-12-31,True,1
439,CUST_0439,Patricia,Smith,cust_439@example.com,Standard,Germany,Sample City,29848,2025-01-01,9999-12-31,True,1
440,CUST_0440,Michael,Brown,cust_440@example.com,Standard,Japan,Sample City,71814,2025-01-01,9999-12-31,True,1
441,CUST_0441,James,Williams,cust_441@example.com,Standard,Japan,Sample City,52604,2025-01-01,9999-12-31,True,1
442,CUST_0442,Linda,Rodriguez,cust_442@example.com,Standard,Canada,Sample City,70249,2025-01-01,9999-12-31,True,1
443,CUST_0443,William,Garcia,cust_443@example.com,Standard,Australia,Sample City,99226,2025-01-01,9999-12-31,True,1
444,CUST_0444,Robert,Martinez,cust_444@example.com,Standard,Canada,Sample City,46569,2025-01-01,9999-12-31,True,1
445,CUST_0445,William,Jones,cust_445@example.com,Standard,United Kingdom,Sample City,47880,2025-01-01,9999-12-31,True,1
446,CUST_0446,Patricia,Davis,cust_446@example.com,Standard,United Kingdom,Sample City,83464,2025-01-01,9999-12-31,True,1
447,CUST_0447,Robert,Jones,cust_447@example.com,Standard,Australia,Sample City,81197,2025-01-01,9999-12-31,True,1
448,CUST_0448,Michael,Miller,cust_448@example.com,Premium,Canada,Sample City,48070,2025-01-01,9999-12-31,True,1
449,CUST_0449,James,Jones,cust_449@example.com,VIP,United States,Sample City,55398,2025-01-01,9999-12-31,True,1
450,CUST_0450,Linda,Jones,cust_450@example.com,Premium,Canada,Sample City,36485,2025-01-01,9999-12-31,True,1
451,CUST_0451,William,Jones,cust_451@example.com,VIP,Australia,Sample City,45601,2025-01-01,9999-12-31,True,1
452,CUST_0452,John,Johnson,cust_452@example.com,Premium,Japan,Sample City,41363,2025-01-01,9999-12-31,True,1
453,CUST_0453,Patricia,Smith,cust_453@example.com,Premium,Japan,Sample City,39579,2025-01-01,9999-12-31,True,1
454,CUST_0454,Patricia,Smith,cust_454@example.com,Standard,United Kingdom,Sample City,71918,2025-01-01,9999-12-31,True,1
455,CUST_0455,Mary,Williams,cust_455@example.com,Standard,Japan,Sample City,30701,2025-01-01,9999-12-31,True,1
456,CUST_0456,Michael,Davis,cust_456@example.com,Standard,Canada,Sample City,47649,2025-01-01,9999-12-31,True,1
